row,acara_id,school_name,suburb,postcode,state,sector,school_sector,school_type,gender,lat,lng,geolocation,website_url,school_phone,school_email,scholarship_url,scholarship_confidence,url_status,program_name,program_type,category,sub_type,gender_eligibility,overview,description,eligibility_criteria,year_levels,application_open_date,application_close_date,closing_label,days_left,value_aud,value_num,value_type,number_awarded,test_provider,test_month,application_fee,special_conditions,contact_phone,contact_email,is_active,extraction_confidence_score,last_verified_at
11,46146,Ballarat Clarendon College,Ballarat,3350,VIC,Independent,Non-Government,Combined,Co-ed,-37.5596,143.834,Inner Regional,https://www.clarendon.vic.edu.au/,,,https://www.clarendon.vic.edu.au/admissions/scholarships,high,unverified,,,Performing Arts,,Co-ed,"Dedicated scholarship page with multiple scholarship programs including Academic, Performing Arts, Visual Arts, Aboriginal and Torres Strait Islander, Excellence, and Regional and Rural scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T18:39:15
12,46166,Ballarat Grammar,Wendouree,3355,VIC,Independent,Non-Government,Combined,Co-ed,-37.5392,143.831,Inner Regional,https://www.bgs.vic.edu.au/,,,https://www.bgs.vic.edu.au/enrolment/scholarships/,high,unverified,,,Performing Arts,,Co-ed,"Dedicated scholarships page with comprehensive information about academic, art, design, performing arts, boarding, and Indigenous scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T18:44:56
13,46282,Beaconhills College,Pakenham,3810,VIC,Independent,Non-Government,Combined,Co-ed,-38.0619,145.467,Major Cities,https://www.beaconhills.vic.edu.au/,,,https://www.beaconhills.vic.edu.au/enrolment/scholarships-2/,high,unverified,,,,,Co-ed,Dedicated Senior School Scholarships page found with Sliding Doors Scholarship program details.,,,,,,,,,0,,,,,,,,,False,0,2026-04-02T18:58:26
14,46221,Bialik College,Hawthorn,3122,VIC,Independent,Non-Government,Combined,Co-ed,-37.842,145.043,Major Cities,https://www.bialik.vic.edu.au/,,,https://www.bialik.vic.edu.au/enrolment/scholarships,high,unverified,,,Music,,Co-ed,"Dedicated scholarships and bursaries page with comprehensive details on academic, sports, music, and performing arts scholarships plus fee assistance.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:13:21
15,46264,Billanook College,Mooroolbark,3138,VIC,Independent,Non-Government,Combined,Co-ed,-37.7879,145.339,Major Cities,https://billanook.vic.edu.au/,,,https://www.billanook.vic.edu.au/scholarship-information/senior-school-scholarships/,high,unverified,,,,,Co-ed,Dedicated scholarship page found for senior school scholarships offering 50% tuition fee remission.,,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:15:07
16,46200,Brighton Grammar School,Brighton,3186,VIC,Independent,Non-Government,Combined,Boys,-37.9111,144.994,Major Cities,https://www.brightongrammar.vic.edu.au/,,,https://www.brightongrammar.vic.edu.au/learnwithus/apply-to-brighton-grammar/scholarships/,high,unverified,,,Music,,Boys,"Dedicated scholarship page with multiple scholarship offerings including academic, music, general excellence, and means-tested scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:30:06
17,46204,Camberwell Girls Grammar School,Canterbury,3126,VIC,Independent,Non-Government,Combined,Girls,-37.8182,145.06,Major Cities,https://cggs.vic.edu.au/,,,https://cggs.vic.edu.au/enrolment/scholarships/,high,unverified,,,Music,,Girls,"Dedicated scholarship page with comprehensive information on Academic, Music/Academic, Principal's, Means-Tested, and Indigenous scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:33:33
18,46186,Carey Baptist Grammar School,Kew,3101,VIC,Independent,Non-Government,Combined,Boys,-37.8158,145.048,Major Cities,https://www.carey.com.au/,,,https://www.carey.com.au/enrolment/scholarships,high,unverified,,,,,Boys,"Dedicated scholarships page with multiple scholarship types including Academic, General Excellence, Access and Equity, and Humanitarian Scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:43:46
19,46187,Carey Baptist Grammar School - Donvale Campus,Donvale,3111,VIC,Independent,Non-Government,Combined,Boys,-37.7723,145.185,Major Cities,https://www.carey.com.au,+61 3 9816 1242,admissions@carey.com.au,https://www.carey.vic.edu.au/enrol/scholarships/,high,active,Academic Scholarships,scholarship,Academic,General Academic Merit,Co-ed,Carey offers Academic Scholarships to recognise high academic achievement. These scholarships are available to students entering Years 7 and 10. Applicants must demonstrate excellence in academic subjects and sit an assessment examination conducted by Edutest.,"Academic Scholarships at Carey Baptist Grammar School are merit-based awards designed to recognise and support students who demonstrate outstanding academic excellence. The scholarship covers a percentage of tuition fees and is renewable year to year provided the recipient maintains high academic standards. Successful applicants must perform consistently well academically and undergo a comprehensive selection process including online application, school report submission, and an academic test. The scholarship is tenable through Year 12 subject to maintaining the required academic standards.",Students entering Year 7 or Year 10. Applicants must demonstrate strong academic achievement in their current school reports. Must submit latest school report to Admissions Office. Must sit the Edutest examination. Shortlisted candidates will be invited for interview.,"Year 7, Year 10",2025-10-13,,TBA,,,0,Varies,,EduTest,February,$105,Late applications incur additional $150 fee. Supplementary exam service incurs additional $150 fee. Registration fee of $105 applies.,+61 3 9816 1242,admissions@carey.com.au,True,80,2026-04-02T19:45:37
20,46187,Carey Baptist Grammar School - Donvale Campus,Donvale,3111,VIC,Independent,Non-Government,Combined,Boys,-37.7723,145.185,Major Cities,https://www.carey.com.au,+61 3 9816 1242,admissions@carey.com.au,https://www.carey.vic.edu.au/enrol/scholarships/,high,active,General Excellence Scholarships,scholarship,All-Rounder,Sports and Co-curricular Merit,Co-ed,"General Excellence Scholarships recognise outstanding achievement in sports, music, performing arts or other co-curricular activities. These scholarships are awarded to Year 7, 10 and 11 students who demonstrate excellence across their chosen field and maintain strong academic performance. The scholarship supports Carey's commitment to developing well-rounded students.","General Excellence Scholarships are awarded to students who demonstrate exceptional talent and achievement in a range of co-curricular areas including sports and the arts. The scholarship usually covers 50% remission of tuition fees but does not cover application fees, books, uniforms, computers or consolidated fees. Shortlisted applicants are invited to interview with the Head of Sport and Activities, and undergo an academic test by Edutest. The Principal makes the final decision on scholarship awards. The scholarship is renewable annually and is tenable to Year 12 provided academic achievement, behaviour and co-curricular involvement meet expectations.","Students entering Years 7, 10 or 11. Must demonstrate outstanding achievement in a recognised co-curricular activity (sports or performing arts). Eligible sports include Athletics, Basketball, Cricket, Cross Country, Football (AFL), Hockey, Netball, Rowing, Soccer, Softball, Swimming, Tennis and Volleyball. Must maintain consistent academic performance and good behaviour. Must contribute positively to school community and co-curricular activities.","Year 7, Year 10, Year 11",,,TBA,,50% Fee Reduction,50,Partial,,EduTest,,,"Scholarship must be reviewed annually. Recipients must maintain academic performance and co-curricular participation. School reserves right to withdraw scholarship if conditions not met. Does not cover application/entry fees, books, uniforms, computers or consolidated fees.",+61 3 9816 1242,jack.joslin@carey.com.au,True,82,2026-04-02T19:45:37
21,46187,Carey Baptist Grammar School - Donvale Campus,Donvale,3111,VIC,Independent,Non-Government,Combined,Boys,-37.7723,145.185,Major Cities,https://www.carey.com.au,+61 3 9816 1242,admissions@carey.com.au,https://www.carey.vic.edu.au/enrol/scholarships/,high,active,Access and Equity Scholarships,bursary,Financial Need,Means-Tested Financial Assistance,Co-ed,Access and Equity Scholarships provide financial assistance to students experiencing financial disadvantage or hardship. These scholarships are designed to support Carey's commitment to social justice and increase diversity and inclusiveness within the student body. Awards are made based on a comprehensive financial assessment.,"Access and Equity Scholarships at Carey Baptist Grammar School support students entering Year 7 or Year 10 who are experiencing financial disadvantage or hardship. The scholarship covers tuition fees from commencement in Year 7 or Year 10 through to and including Year 12. Successful applicants must be enthusiastic about attending school, likely to complete Year 12, and have demonstrated parental support. The school recognises that financial barriers should not prevent capable students from accessing a quality education and uses these scholarships to build a diverse and inclusive community. Applications are considered based on evidence of financial hardship subject to financial assessment.",Students commencing in Year 7 or Year 10. Must be experiencing financial disadvantage or hardship. Must pass financial assessment demonstrating need. Must be enthusiastic about attending school. Must be likely to complete Year 12. Must have demonstrated parental/family support and encouragement for scholarship application and enrolment.,"Year 7, Year 10",,,TBA,,Full Tuition Fees,50000,Full Fee,,,,,Subject to financial assessment. Applications close at end of Term 1 each year. Nominations can be made by school or parents. Principal discretion applies. School reserves right to review scholarship.,+61 3 9816 1242,principal@carey.com.au,True,78,2026-04-02T19:45:37
22,46318,Castlemaine Steiner School & Kindergarten,Muckleford,3451,VIC,Independent,Non-Government,Combined,Co-ed,-37.0819,144.157,Inner Regional,https://www.cssk.vic.edu.au/,03 5479 2000,traceyr@cssk.vic.edu.au,https://www.cssk.vic.edu.au/enrolment-information/scholarships/,high,active,CSSK Scholarship,scholarship,Financial Need,Tuition Subsidy,Co-ed,Castlemaine Steiner School & Kindergarten offers partly or fully subsidised places to eligible applicants of new families who would otherwise not have the opportunity to enrol due to financial disadvantage. The scholarship seeks to foster an inclusive and diverse socioeconomic community and make Steiner education more available across the regional community.,"The CSSK Scholarship provides a subsidy of up to 100 percent of tuition fees for eligible students of new families to the school for the duration of their enrolment at CSSK. Applications can be made at any time following a successful enrolment process. Scholarship applications are assessed based on financial disadvantage, commitment to Steiner education principles, and availability of school resources. Assessments are expected to be completed within four weeks of a received application.","Applicants must be Australian citizens or permanent residents; have successfully completed the enrolment process at CSSK; provide evidence of financial disadvantage (generally met if the child is named as a card holder or dependent child on a valid government concession card such as Centrelink Health Care Card, Pensioner Concession Card, or Veterans Affairs Gold Card); and demonstrate commitment to the principles of Steiner education and CSSK.",Kindergarten to Class 7,,,TBA,,Up to 100% Fee Remission,100,Full Fee,,Own assessment,,,Applications run year-round. Scholarship is for new families to the school only. Confidentiality of all applications is assured.,03 5479 2000,traceyr@cssk.vic.edu.au,True,95,2026-04-02T19:53:50
23,46318,Castlemaine Steiner School & Kindergarten,Muckleford,3451,VIC,Independent,Non-Government,Combined,Co-ed,-37.0819,144.157,Inner Regional,https://www.cssk.vic.edu.au/,03 5479 2000,traceyr@cssk.vic.edu.au,https://www.cssk.vic.edu.au/enrolment-information/scholarships/,high,active,Class 1 Inclusion Scholarship,scholarship,Academic,General Academic Merit,Co-ed,Castlemaine Steiner School & Kindergarten offers Class 1 Inclusion Scholarships that are not contingent on financial background. These scholarships provide financial support to qualifying students entering Class 1.,"The Class 1 Inclusion Scholarships are available for students entering Class 1. Unlike the general CSSK scholarship, this program is not dependent on financial disadvantage and may be based on other criteria such as educational merit or commitment to Steiner education principles. The specific details and conditions of this scholarship should be confirmed directly with the school's Enrolments Officer.",Available for students entering Class 1. Not contingent on financial background. Contact the school for specific eligibility criteria.,Class 1,,,TBA,,,0,Varies,,Own assessment,,,Not dependent on financial background. Contact school for full details.,03 5479 2000,traceyr@cssk.vic.edu.au,True,65,2026-04-02T19:53:50
24,46318,Castlemaine Steiner School & Kindergarten,Muckleford,3451,VIC,Independent,Non-Government,Combined,Co-ed,-37.0819,144.157,Inner Regional,https://www.cssk.vic.edu.au/,03 5479 2000,traceyr@cssk.vic.edu.au,https://www.cssk.vic.edu.au/enrolment-information/scholarships/,high,active,Fee Assistance Scheme,bursary,Financial Need,Temporary Hardship Assistance,Co-ed,Castlemaine Steiner School & Kindergarten operates a Fee Assistance Scheme to help provide short-term assistance for temporary periods of hardship. This scheme is designed to support families experiencing severe financial difficulty in meeting fee payments.,The Fee Assistance Scheme is available to help families experiencing temporary periods of financial hardship. Assistance is by application and dependent on available school funds. The scheme is intended for families with severe financial difficulty in meeting fee payments. Families receiving assistance are still required to pay the majority of the fees whilst receiving assistance. This is distinct from the scholarship program and is meant to address temporary hardship situations rather than ongoing financial disadvantage.,Families with severe financial difficulty in meeting fee payments. Assistance is dependent on available school funds and must be applied for.,Multiple,,,TBA,,Partial Fee Reduction (varies),0,Partial,,,,,For temporary periods of hardship only. Families must still pay the majority of fees. Dependent on available school funds.,03 5479 2000,traceyr@cssk.vic.edu.au,True,85,2026-04-02T19:53:50
25,46318,Castlemaine Steiner School & Kindergarten,Muckleford,3451,VIC,Independent,Non-Government,Combined,Co-ed,-37.0819,144.157,Inner Regional,https://www.cssk.vic.edu.au/,03 5479 2000,traceyr@cssk.vic.edu.au,https://www.cssk.vic.edu.au/enrolment-information/scholarships/,high,active,Bursary Fund,bursary,Financial Need,Donation-Based Support,Co-ed,Castlemaine Steiner School & Kindergarten operates a tax-deductible Bursary Fund that receives donations from the school community. These funds help support families in financial need.,The school operates a tax-deductible Bursary Fund which receives voluntary donations throughout the school year. These donations enable the bursary programs to develop and provide support to families requiring financial assistance. Donations can be made on a regular basis and are welcomed at any time throughout the school year.,Access to bursary funds is available to eligible families as determined by the school.,Multiple,,,TBA,,,0,Non-monetary,,,,,Donations are tax-deductible. Funds are used to support families in financial need.,03 5479 2000,traceyr@cssk.vic.edu.au,True,75,2026-04-02T19:53:50
26,46139,Caulfield Grammar School,St Kilda East,3183,VIC,Independent,Non-Government,Combined,Co-ed,-37.8774,145.005,Major Cities,https://www.caulfieldgs.vic.edu.au/,,,https://www.caulfieldgs.vic.edu.au/scholarships/,high,unverified,,,Music,,Co-ed,"Dedicated scholarship page with comprehensive details on multiple scholarship types including Academic, Music, Sport, Theatre, Visual Arts, Dance, and Foundation scholarships.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T19:57:21
27,45616,Charles La Trobe P-12 College,Macleod West,3085,VIC,Government,Government,Combined,Co-ed,-37.7292,145.06,Major Cities,https://www.charleslatrobecollege.vic.edu.au/,,,https://www.charleslatrobecollege.vic.edu.au/parents/academic-scholarships-bursaries/,high,unverified,,,,,Co-ed,School has a dedicated scholarship and bursaries page offering academic scholarships for Year 7 and other financial assistance programs.,,,,,,,,,0,,,,,,,,,False,0,2026-04-02T20:14:41
28,46262,Christian College Geelong - Middle School – Highton,Highton,3216,VIC,Independent,Non-Government,Combined,Co-ed,-38.1852,144.313,Major Cities,https://christiancollege.vic.edu.au/,,,https://christiancollege.vic.edu.au/college-life/scholarships/,high,unverified,,,Music,,Co-ed,"Dedicated scholarships page with Academic Excellence, Music Excellence, and Community Access scholarship programs.",,,,,,,,,0,,,,,,,,,False,0,2026-04-02T20:29:49
29,46356,Cobram Anglican Grammar School,Cobram,3644,VIC,Independent,Non-Government,Combined,Co-ed,-35.9243,145.66,Inner Regional,https://www.cags.vic.edu.au/,03 5871 1816,admin@cags.vic.edu.au,https://www.cags.vic.edu.au/enrolment/scholarships,high,active,Academic Merit Scholarship,scholarship,Academic,General Academic Merit,Co-ed,Cobram AGS has introduced a new scholarship program to recognise and reward the academic achievements of existing students as they progress through the school. The scholarship provides a 50% remission on tuition fees for the following year to students with the best academic record.,Students with the best academic record from Year 6 through to Year 11 will be awarded a 50% remission on tuition fees for the following year. These annual scholarships are a significant reward for high achieving students and will be formally recognised at the Presentation Day ceremony that concludes the academic year.,Existing students in Year 6 through Year 11 with the best academic record during the current year.,"Year 6, Year 7, Year 8, Year 9, Year 10, Year 11",,,TBA,,50% Fee Reduction,50,Partial,,Own assessment,,,Annual scholarship awarded based on academic performance during the year; recognised at school Presentation Day ceremony.,03 5871 1816,admin@cags.vic.edu.au,True,80,2026-04-02T20:41:57
